call_id,customer_id,duration,latitude,longitude,phone_number_called,date,time
36,553,396,52.5295871,18.2672515,8097479079,2021-01-02,21:41:10
37,234,256,-1.0645451,103.9608091,4515017411,2021-01-02,10:57:34
38,699,286,40.105193,124.3602631,8698342661,2021-01-02,20:58:40
39,673,292,8.9420217,-69.4620671,3824364251,2021-01-02,21:49:39
40,812,414,33.5282289,55.0396912,1594074090,2021-01-02,20:40:11
41,891,382,15.366667,43.433333,3742510325,2021-01-02,9:19:39
42,751,303,-22.4412481,-43.4580314,9251084386,2021-01-02,18:08:48
43,695,180,44.5591908,18.6917335,5529164488,2021-01-02,20:53:18
44,165,292,37.5955677,22.0395213,5154701555,2021-01-02,19:18:33
45,14,382,43.5621247,43.20792,7669337465,2021-01-02,16:21:10
46,730,687,13.648096,16.493598,5098431017,2021-01-02,20:07:30
47,73,265,14.5672317,121.0298199,6523907680,2021-01-02,17:55:21
48,271,457,16.1525,36.2032,7989175253,2021-01-02,17:05:19
49,778,303,41.11023,20.0866554,8366111398,2021-01-02,19:01:52
50,325,403,45.5998896,19.1802788,4754987465,2021-01-02,22:29:11
51,248,254,-28.4354702,-52.8312661,3034171863,2021-01-02,18:58:43
52,640,428,21.48402,109.10459,2013006541,2021-01-02,7:43:55
53,240,383,56.673312,22.574388,6776818337,2021-01-02,9:46:48
54,1,268,26.1050311,104.5991578,2702806043,2021-01-02,10:08:08
55,586,120,46.5222421,15.6550008,9326486902,2021-01-02,14:02:38
56,184,300,13.5730766,123.0925437,1984345379,2021-01-02,9:23:38
57,100,108,27.519549,114.073416,8792306006,2021-01-02,13:32:55
58,204,157,-20.488399,27.8018337,7807363289,2021-01-02,7:16:09
59,838,349,42.4838334,20.743101,4695181833,2021-01-02,12:43:50
60,673,319,54.3418823,10.1150681,6227674229,2021-01-02,7:29:43
61,292,308,63.6939838,22.7427761,6591029560,2021-01-02,18:41:12
62,651,304,47.74603,122.60809,4526764236,2021-01-02,7:39:57
63,920,9,40.570338,116.554665,5254220302,2021-01-02,15:35:15
64,601,288,31.2988237,120.5852005,2368036212,2021-01-02,12:48:13
65,725,263,-10.1771997,123.6070329,7268423624,2021-01-02,8:25:56
66,700,277,41.4591168,48.8020626,6128041473,2021-01-02,16:16:10
67,372,508,3.5897715,103.3475743,9349294571,2021-01-02,11:37:29
68,139,292,-6.334631,106.9093,5566035466,2021-01-02,7:49:37
69,313,212,-12.257739,43.6723087,3512319669,2021-01-02,7:33:05
70,677,346,53.4431223,30.9995629,3395126453,2021-01-02,9:56:58
71,112,459,35.4018071,69.1447081,9188076886,2021-01-02,9:57:29
72,948,412,42.0948645,-80.1707662,8142123914,2021-01-02,10:27:22
73,540,247,-6.2245977,106.6789296,5298395951,2021-01-02,8:14:25
74,601,515,15.7734482,103.0472164,9872179942,2021-01-02,20:14:18
75,152,248,6.2820276,10.2852532,4943404587,2021-01-02,22:01:47
76,586,269,29.5613789,-98.5612534,2105264030,2021-01-02,18:58:40
77,25,372,46.6521155,38.0807467,9688737232,2021-01-02,8:25:41
78,400,304,7.2466086,16.4346979,9972367185,2021-01-02,13:14:33
79,851,478,50.9645521,17.2614777,6865054645,2021-01-02,12:01:06
80,74,1,16.2676129,-61.527249,2285972351,2021-01-02,13:50:07
81,346,225,14.3618606,100.6685901,2245414834,2021-01-02,18:18:35
82,782,363,34.554624,108.631718,6129012825,2021-01-02,12:21:36
83,202,138,-6.9654201,112.2443628,6226904598,2021-01-02,14:02:53
84,841,461,54.24052,16.88967,6765551569,2021-01-02,14:08:22
85,19,410,59.6740144,16.7259208,8979861763,2021-01-02,17:26:36
86,199,59,44.61685,-65.76555,7431591345,2021-01-02,15:33:22
87,411,229,31.793861,117.309522,9755536486,2021-01-02,22:32:35
88,384,530,11.5484585,8.8583309,2655506983,2021-01-02,18:38:46
89,44,276,41.350131,-8.294276,2342723730,2021-01-02,14:45:07
90,637,93,-28.4354702,-52.8312661,7402228806,2021-01-02,14:11:20
91,895,358,28.852157,115.662676,2344074630,2021-01-02,14:10:18
92,505,332,14.5669327,121.0318426,2819985963,2021-01-02,17:47:49
93,261,398,49.6273493,16.522025,6484581619,2021-01-02,7:46:27
94,363,476,45.2208633,19.8470699,8136462873,2021-01-02,13:04:58
95,745,231,45.2977605,2.5135985,4631721466,2021-01-02,16:21:34
96,832,253,45.2646668,14.5795071,8446028621,2021-01-02,16:47:15
97,289,344,22.720974,114.246899,9249878046,2021-01-02,10:39:50
98,926,333,-34.5688333,-58.4937996,8936375022,2021-01-02,11:35:59
99,632,250,6.5490578,-7.4976536,1019847628,2021-01-02,13:11:16
100,550,462,16.7445704,100.1367166,3644839101,2021-01-02,19:10:15
101,892,169,-13.0356794,33.4719832,9267008883,2021-01-02,17:05:13
102,932,206,51.3798501,20.2757746,7106266744,2021-01-02,12:17:27
103,842,377,-27.8157141,-50.3263964,7426859151,2021-01-02,15:57:03
104,275,538,51.0377956,31.8880994,6067495490,2021-01-02,14:35:38
105,788,169,53.3004898,-6.2634596,6571502966,2021-01-02,11:41:34
106,93,428,-26.183307,27.6830843,1537584954,2021-01-02,22:56:54
107,995,372,-6.9559495,107.5099087,2796520528,2021-01-02,10:45:35
108,4,433,40.412369,117.103146,1616759020,2021-01-02,17:05:43
109,60,497,19.9763524,42.5901672,8989602268,2021-01-02,18:59:00
110,425,95,-22.0791603,-51.477858,9619207763,2021-01-02,11:45:58
111,122,332,-32.3927221,-57.968819,4561632080,2021-01-02,9:00:14
112,932,362,19.2949759,-99.110685,7595318487,2021-01-02,9:29:12
113,867,219,-22.6700589,27.225321,3261776474,2021-01-02,22:40:34
114,387,253,28.716258,116.872657,4236948295,2021-01-02,13:04:39
115,68,359,-3.3638779,104.8688126,7569621362,2021-01-02,21:18:31
116,892,297,38.7470186,-90.2526163,3141895005,2021-01-02,16:38:24
117,35,534,29.265836,103.552514,8465138751,2021-01-02,11:46:07
118,622,246,-32.8916404,-60.7039167,9772812029,2021-01-02,15:04:24
119,63,190,-6.9623022,108.6383454,2592065156,2021-01-02,19:54:53
120,72,685,28.429025,109.500848,8021828003,2021-01-02,9:17:26
121,259,289,-24.9288708,-53.4392535,1837401075,2021-01-02,8:27:01
122,981,242,27.756647,118.035309,1038660143,2021-01-02,22:29:29
123,721,347,63.4400274,10.4024274,6545394641,2021-01-02,21:40:27
124,107,342,-34.5954682,-58.5124071,5292549384,2021-01-02,20:12:06
125,947,296,13.9534752,101.7196704,8809116053,2021-01-02,12:15:59
126,489,339,13.3200851,101.1015323,9441457662,2021-01-02,7:24:22
127,340,632,22.0897108,-78.6228504,6661372389,2021-01-02,15:27:47
128,497,469,14.7569624,121.0774147,3731981084,2021-01-02,12:34:27
129,698,296,-7.870292,140.515106,6898558912,2021-01-02,10:33:42
130,598,336,9.7998986,80.1489188,8077536201,2021-01-02,20:38:35
131,935,260,13.6741713,100.608395,4839700069,2021-01-02,9:08:59
132,339,133,40.8690303,-73.8477874,7181038398,2021-01-02,18:59:59
133,621,300,36.7230724,10.3441758,2241777127,2021-01-02,14:17:10
134,767,225,28.650072,121.261886,7976644198,2021-01-02,7:43:54
135,552,402,-6.4347,106.0015,5928490893,2021-01-02,11:21:42
136,631,205,-0.5833333,73.2333333,2698526344,2021-01-02,11:05:31
137,28,428,-6.6975748,111.591546,3521179273,2021-01-02,14:08:33
138,641,340,-20.8933441,-47.5925952,2315237230,2021-01-02,16:53:40
139,71,500,-23.3516191,43.6854936,6764048720,2021-01-02,10:39:05
140,980,368,19.3851705,-99.1837453,1002227702,2021-01-02,18:59:44
141,8,487,4.8238623,96.195132,2411999560,2021-01-02,20:42:25
142,933,419,35.200539,26.250031,8086788318,2021-01-02,13:56:01
143,58,361,49.6546211,17.1296944,6536293057,2021-01-02,8:04:57
144,136,442,8.0870678,124.5860781,8568509389,2021-01-02,11:57:22
145,414,436,14.739952,121.0267879,2186577969,2021-01-02,11:13:56
146,155,179,-15.158624,-48.2802925,1601799218,2021-01-02,9:41:27
147,429,523,36.7818033,140.7299857,2784411959,2021-01-02,12:40:03
148,690,372,30.4322645,72.3382454,9193530384,2021-01-02,22:20:19
149,554,367,31.026394,103.757315,2538933054,2021-01-02,8:39:20
150,863,120,-6.797767,111.3262355,1453866219,2021-01-02,11:30:39
151,221,255,43.2697175,28.0236322,2602974568,2021-01-02,21:16:21
152,801,484,15.429396,100.0501736,4054518093,2021-01-02,21:07:13
153,708,310,40.7051078,-74.0056827,9179863685,2021-01-02,18:58:16
154,389,329,41.58167,19.98556,1314141895,2021-01-02,19:56:00
155,594,238,45.8272842,20.4615173,2082691053,2021-01-02,11:06:47
156,52,288,46.2394709,15.2867417,3478842446,2021-01-02,20:22:38
157,745,333,24.412155,115.744112,5656111827,2021-01-02,16:42:37
158,160,297,4.4308445,8.941094,3622288975,2021-01-02,21:19:55
159,691,6,43.7543283,-79.4422593,5503425413,2021-01-02,21:06:06
160,504,331,35.8559579,139.5223619,5306293287,2021-01-02,20:04:14
161,343,367,0.9996757,97.527432,7868677311,2021-01-02,17:03:48
162,7,400,55.747854,37.7783839,4345636297,2021-01-02,12:49:58
163,862,240,36.7411205,43.8808488,6574340202,2021-01-02,16:53:21
164,349,402,6.6016448,3.2737882,2461886855,2021-01-02,18:01:06
165,333,98,49.6300924,15.490592,4313600162,2021-01-02,20:01:32
166,104,215,61.13336,149.63283,2871788702,2021-01-02,21:53:26
167,79,473,28.54,-81.38,4078337009,2021-01-02,20:00:02
168,168,271,10.4320215,-61.4493842,8878490700,2021-01-02,18:26:06
169,85,339,53.763201,-2.70309,9696927066,2021-01-02,19:09:06
170,942,288,5.1970659,96.5076426,7961063024,2021-01-02,15:14:12
171,472,232,52.1074714,21.249732,2436885764,2021-01-02,14:43:42
172,678,394,25.9375976,-100.3638252,8133473412,2021-01-02,13:35:51
173,898,317,51.290778,85.6677519,5177867007,2021-01-02,8:20:16
174,890,331,64.7605411,20.9709123,4324626217,2021-01-02,7:32:20
175,632,332,55.2519048,52.5882232,9533139698,2021-01-02,22:05:22
176,877,437,1.6135167,-76.8951551,7998631581,2021-01-02,13:20:59
177,262,232,29.2188245,80.4993857,3696377133,2021-01-02,13:04:01
178,161,1,-6.2102916,106.9833084,1879319235,2021-01-02,12:31:16
179,95,549,24.414825,102.665768,7575055894,2021-01-02,8:53:08
180,536,181,53.3928271,18.3836801,7852656501,2021-01-02,22:04:01
181,354,238,26.497765,101.738528,8015651027,2021-01-02,9:58:59
182,857,293,59.3465821,26.365315,4295999307,2021-01-02,14:19:57
183,509,154,48.1251024,11.5584376,3426725710,2021-01-02,14:29:55
184,202,451,40.5963905,19.7383332,1672616823,2021-01-02,22:27:45
185,487,156,40.3777496,69.2490136,5851476444,2021-01-02,22:59:12
186,89,237,10.6149654,47.3657603,6973016892,2021-01-02,21:23:15
187,280,147,25.9375976,-100.3638252,5608334068,2021-01-02,17:25:00
188,646,362,6.5490578,-7.4976536,2856675475,2021-01-02,16:21:22
189,228,305,39.0063718,117.6852235,3066885468,2021-01-02,15:51:58
190,792,353,52.2960003,35.4190083,7846801269,2021-01-02,16:06:45
191,695,247,38.6606177,-8.9867835,3455217860,2021-01-02,8:54:44
192,349,353,37.2484774,138.4445735,6026182764,2021-01-02,19:11:06
193,594,532,55.921585,158.709579,8314557363,2021-01-02,19:38:19
194,940,249,59.2690316,18.0588936,4985738603,2021-01-02,14:02:20
195,286,290,34.26645,108.960747,1539914555,2021-01-02,15:16:23
196,463,705,28.30251,103.98482,7615536815,2021-01-02,12:21:02
197,643,273,50.0413118,19.2000652,1899627603,2021-01-02,9:03:43
198,38,365,8.6020718,-82.7247254,9143027690,2021-01-02,17:40:58
199,751,353,45.2969275,14.2723701,9428454783,2021-01-02,21:11:53
200,283,265,43.235483,43.6687025,7857878721,2021-01-02,21:22:16
201,827,339,12.074325,-1.3421032,5204337453,2021-01-02,10:34:02
202,595,166,50.37939,19.7584,2793799613,2021-01-02,7:54:58
203,745,316,50.6793242,3.2510427,9958617756,2021-01-02,13:12:49
204,699,398,-8.781999,36.3608819,1486977735,2021-01-02,13:21:16
205,702,243,-8.2824,120.4087,7659009329,2021-01-02,19:49:46
206,132,517,27.955261,112.497228,9992582602,2021-01-02,15:02:47
207,343,318,46.4086282,16.1508154,5669367947,2021-01-02,9:56:09
208,67,216,-12.2446158,44.5057388,8908592635,2021-01-02,22:12:06
209,267,217,35.1550554,139.129172,4122460127,2021-01-02,17:30:44
210,443,306,30.20003,115.038835,5377558765,2021-01-02,18:30:40
211,727,221,-22.2220229,-49.8197149,1051121788,2021-01-02,22:46:23
212,785,325,23.7321074,-103.9832684,4584633791,2021-01-02,12:13:27
213,745,244,45.1908533,-93.3007481,6126678304,2021-01-02,21:30:43
214,355,275,48.809598,35.2590854,1185661559,2021-01-02,17:24:26
215,107,419,-0.9676533,-80.7089101,1147595541,2021-01-02,12:49:31
216,565,209,13.8188768,120.1990703,6834320019,2021-01-02,12:55:24
217,240,323,55.8304171,49.1812984,2355742250,2021-01-02,7:18:19
218,826,423,8.4007278,-82.4427769,5052263151,2021-01-02,15:46:59
219,942,408,29.4743666,-98.5165167,7144801313,2021-01-02,13:24:48
220,487,490,35.68206,10.72746,2369235967,2021-01-02,15:17:49
221,701,500,43.6805415,40.2100333,8674906767,2021-01-02,8:29:14
222,531,521,-8.0360078,-34.9319998,5591201299,2021-01-02,17:55:40
223,232,496,59.2914848,18.0916533,4397932351,2021-01-02,18:16:44
224,997,228,-7.1221059,106.5701927,6021363972,2021-01-02,20:32:21
225,758,463,16.0080573,120.4068073,6162201136,2021-01-02,12:31:57
226,984,266,-8.8954,121.1482,9319497631,2021-01-02,14:01:54
227,142,267,44.8147261,65.5887379,9856625113,2021-01-02,9:29:28
228,650,311,30.574474,103.923651,4952010783,2021-01-02,13:34:03
229,106,108,17.1566617,104.1331684,6272133074,2021-01-02,13:42:29
230,139,365,-19.59354,-46.94141,7973145852,2021-01-02,17:30:54
231,755,238,6.7491405,6.0732146,2471372210,2021-01-02,9:18:38
232,651,278,13.8038957,100.647812,2384695405,2021-01-02,7:59:35
233,238,238,36.4320046,127.3809362,2723117986,2021-01-02,16:38:01
234,455,149,40.23921,116.12895,3388999664,2021-01-02,8:58:03
235,927,484,12.9626069,-2.2581158,8235787826,2021-01-02,7:36:04
236,981,267,35.5334785,135.2486671,7498156528,2021-01-02,16:07:37
237,542,145,35.8939566,117.9249002,4237671670,2021-01-02,16:31:09
238,309,313,41.5660579,-8.5793664,4405095684,2021-01-02,21:25:39
239,32,130,27.69965,108.839557,9548394550,2021-01-02,20:29:49
240,969,266,-6.5778193,106.8075136,7813968580,2021-01-02,18:51:31
241,384,243,53.2650844,22.9045174,2766483192,2021-01-02,16:41:37
242,157,156,49.5570923,20.4360031,5571087658,2021-01-02,19:56:40
243,222,387,8.6800991,-82.855251,7519116528,2021-01-02,7:45:11
244,706,432,45.273298,127.504166,9561947840,2021-01-02,9:25:54
245,703,263,37.114157,79.922211,7711104339,2021-01-02,8:49:44
246,613,223,30.5859716,114.2689545,8192647992,2021-01-02,12:46:55
247,460,238,56.0442244,12.7450795,6688206120,2021-01-02,15:38:54
248,423,434,53.9608024,105.8754575,9121006707,2021-01-02,14:58:04
249,671,245,36.7027082,67.7079491,7928708830,2021-01-02,10:25:57
250,254,321,-10.5102117,-37.0530033,3809466283,2021-01-02,10:00:50
251,809,494,14.3679657,121.0504535,7818167821,2021-01-02,10:53:27
252,747,279,38.416663,112.734174,5456767609,2021-01-02,21:57:05
253,998,492,-11.7871994,43.2702822,6864852185,2021-01-02,18:11:27
254,395,614,4.54304,-74.878165,8092945733,2021-01-02,7:01:54
255,948,274,35.872664,120.04619,1841597482,2021-01-02,22:44:55
256,711,22,32.060255,118.796877,9972276766,2021-01-02,18:46:21
257,52,197,-7.3441,108.2158,4043137597,2021-01-02,21:17:41
258,245,182,-27.508507,-58.555985,7712965770,2021-01-02,21:48:11
259,573,520,10.332444,4.464398,7373168744,2021-01-02,13:15:42
260,533,446,11.5730131,124.4203391,3605754334,2021-01-02,14:45:56
261,756,122,34.857149,118.07065,7724794378,2021-01-02,10:25:27
262,555,188,53.5460327,47.6885743,6947182868,2021-01-02,8:09:47
263,914,165,19.9059121,105.4771084,3872001706,2021-01-02,19:34:08
264,775,352,36.6425079,127.4954241,3319027114,2021-01-02,20:19:14
265,728,415,-8.4929791,119.0110762,8268200041,2021-01-02,19:47:26
266,296,578,50.994689,-0.964804,6504427922,2021-01-02,17:53:16
267,70,236,59.2690301,17.675786,1869077086,2021-01-02,21:23:03
268,575,200,57.330777,23.102146,9666199411,2021-01-02,8:43:00
269,153,66,-20.4059505,57.7034222,1731941223,2021-01-02,20:56:03
270,824,559,52.5112898,6.092908,6378100612,2021-01-02,8:00:35
271,626,371,29.470982,110.441976,7038047917,2021-01-02,20:43:30
272,209,528,49.9211825,19.4250873,3016871500,2021-01-02,10:36:13
273,403,241,51.976466,21.215337,2181171735,2021-01-02,8:58:28
274,700,143,50.7819156,15.231474,8032081363,2021-01-02,21:41:32
275,995,409,54.3202047,19.5273042,2187204175,2021-01-02,8:53:36
276,239,203,57.7325316,13.0131285,1099421654,2021-01-02,14:21:43
277,490,366,39.5328915,25.0121584,5202298501,2021-01-02,17:53:05
278,877,272,5.5047283,153.8190084,6873028521,2021-01-02,11:18:46
279,79,437,29.134418,115.762844,2551850566,2021-01-02,15:44:29
280,342,45,40.87194,19.68083,9527747373,2021-01-02,19:04:16
281,936,281,34.052996,-118.2548551,5627024622,2021-01-02,18:35:47
282,165,126,29.476705,121.869339,2202876113,2021-01-02,12:51:18
283,725,251,5.3794023,-73.6557707,1762302540,2021-01-02,11:44:23
284,498,247,-4.9281176,38.904164,2409152192,2021-01-02,22:06:45
285,75,429,2.100305,101.642899,4688800909,2021-01-02,10:50:40
286,380,615,-8.6981,122.247,4587485609,2021-01-02,21:32:20
287,80,451,42.741005,123.355701,1619918910,2021-01-02,20:29:45
288,713,231,59.24607,17.8231225,1352694676,2021-01-02,14:28:29
289,265,192,40.668162,129.1902694,8105665765,2021-01-02,22:50:01
290,112,552,11.0991113,5.2527741,8971593796,2021-01-02,13:33:05
291,470,461,43.8732498,-79.002342,4899722325,2021-01-02,22:24:07
292,516,300,42.5969703,46.3340785,5841351302,2021-01-02,12:00:05
293,142,269,13.2143917,12.0289902,8192554420,2021-01-02,20:55:48
294,390,565,27.619444,-99.624444,1672694265,2021-01-02,16:11:00
295,338,475,-20.5923566,-45.4874873,2077937926,2021-01-02,8:58:11
296,8,481,38.2509637,23.6954977,2759674285,2021-01-02,18:54:58
297,430,217,59.924661,30.3865325,6363728788,2021-01-02,11:15:34
298,631,275,45.7787293,3.0857432,2219910863,2021-01-02,13:44:56
299,731,294,17.9092223,102.220463,4902345772,2021-01-02,16:54:14
300,462,243,31.697512,121.424811,3746535350,2021-01-02,9:11:41
301,137,439,24.9372186,118.6422409,8161133908,2021-01-02,18:34:55
302,103,203,-3.3179402,114.602959,5206160884,2021-01-02,17:28:22
303,992,221,43.0208123,22.7826929,1283822620,2021-01-02,12:15:35
304,854,425,39.91983,116.41571,9403014771,2021-01-02,10:03:33
305,854,348,44.6063199,17.8595342,1789440906,2021-01-02,21:04:39
306,576,400,55.4928171,45.6316463,1908862844,2021-01-02,11:51:05
307,455,399,35.6046794,139.730028,2031995483,2021-01-02,20:36:12
308,678,211,-24.7762704,25.4141193,6247171136,2021-01-02,15:00:12
309,182,159,48.4083877,40.2586934,4935555779,2021-01-02,16:16:01
310,967,503,39.726929,116.341395,9814970466,2021-01-02,20:20:44
311,936,220,-6.85247,111.5587544,6186463695,2021-01-02,15:04:13
312,220,445,16.2359,-61.558,6068419846,2021-01-02,10:38:06
313,301,271,52.8303055,62.5102237,4905257063,2021-01-02,19:16:20
314,667,239,42.9534839,129.9920883,9118695487,2021-01-02,17:17:57
315,572,366,-15.2159658,-69.6892254,9385530429,2021-01-02,20:50:40
316,260,391,-8.6766175,122.1291843,2547309795,2021-01-02,19:45:10
317,360,479,37.9059243,58.4972596,3991037821,2021-01-02,12:23:21
318,902,229,33.8849101,-117.9941812,1775449780,2021-01-02,13:14:07
319,141,282,15.3749929,-4.2615383,6234356892,2021-01-02,17:56:26
320,579,316,40.902461,116.621937,7486087902,2021-01-02,14:07:12
321,217,496,16.3258256,120.7236931,5142119420,2021-01-02,13:20:06
322,605,144,39.158445,117.195351,3317036358,2021-01-02,13:24:55
323,945,305,-23.144255,-64.325272,4358101239,2021-01-02,21:58:57
324,881,356,52.4198041,20.9258628,7517015052,2021-01-02,10:45:54
325,455,189,32.9886195,47.4245319,1755445718,2021-01-02,16:17:17
326,178,121,59.2552832,17.847373,3479948047,2021-01-02,7:53:42
327,319,426,60.869764,60.437305,6732634958,2021-01-02,18:41:55
328,111,426,29.8867823,-95.5487138,4731401646,2021-01-02,14:05:35
329,219,265,34.8456388,138.255437,1312558211,2021-01-02,22:38:36
330,566,243,6.1244023,100.3674801,2553766110,2021-01-02,10:14:51
331,90,317,30.8851314,-9.0439796,2623632175,2021-01-02,22:14:46
332,202,1,31.1853497,35.7047733,7479143415,2021-01-02,7:08:05
333,812,504,28.532422,118.592707,4593446543,2021-01-02,10:11:05
334,668,286,15.0663747,101.1228553,3258418593,2021-01-02,11:17:13
335,913,149,49.2337681,2.8874923,8597980085,2021-01-02,14:48:00
336,323,94,49.9749295,82.6017244,1451532124,2021-01-02,21:35:56
337,930,342,-6.308009,155.477221,1738149058,2021-01-02,20:53:11
338,521,526,50.817118,18.880399,3448773890,2021-01-02,13:30:32
339,54,170,28.315217,117.70945,3011539672,2021-01-02,18:53:58
340,276,335,49.181214,18.0610035,8985980099,2021-01-02,12:04:48
341,505,320,8.305925,-73.611665,9491854583,2021-01-02,8:33:08
342,321,104,23.354091,116.681972,9925482891,2021-01-02,10:31:39
343,843,381,9.834832,-75.120521,5786887806,2021-01-02,8:17:05
344,545,405,6.2012073,-1.6912512,9081725692,2021-01-02,7:00:23
345,264,422,45.5436558,3.2448508,7547190314,2021-01-02,14:22:29
346,820,86,32.434672,119.569989,6785641561,2021-01-02,17:21:45
347,236,208,14.6425547,121.010151,9646443119,2021-01-02,11:02:55
348,423,312,14.6208802,121.0425592,9867337133,2021-01-02,15:08:40
349,714,176,46.689671,126.11386,3221183753,2021-01-02,15:20:45
350,396,99,38.779525,70.0979491,2871043419,2021-01-02,13:15:14
351,262,105,30.20003,115.038835,6702048078,2021-01-02,8:52:29
352,605,358,-9.659525,119.0750837,1317804393,2021-01-02,17:39:13
353,561,311,59.3398021,18.0802922,4843379515,2021-01-02,9:30:47
354,724,281,59.9000274,150.8632131,5399058169,2021-01-02,14:38:02
355,373,511,-14.2581428,-39.3932232,8028976522,2021-01-02,10:52:59
356,681,402,-26.7649439,26.4252906,5562692764,2021-01-02,22:39:47
357,844,333,51.8433045,15.6903444,6867015500,2021-01-02,10:33:20
358,228,92,16.2463509,120.9986275,9453469734,2021-01-02,17:44:57
359,42,239,-7.356466,108.207518,5877470884,2021-01-02,16:44:28
360,644,128,31.644606,119.781147,5045764513,2021-01-02,13:52:14
361,814,100,14.1929998,121.1317352,7019381676,2021-01-02,17:54:53
362,901,531,-34.7486079,-56.2338461,1108030210,2021-01-02,16:31:44
363,556,251,54.3880144,85.797215,7231843452,2021-01-02,12:23:28
364,272,226,22.9856091,-80.5855038,5148207992,2021-01-02,15:15:29
365,610,367,0.3179939,109.4259114,7219317929,2021-01-02,15:53:59
366,105,263,51.5267946,-0.0983812,2969393890,2021-01-02,18:53:25
367,128,430,-1.4493473,-79.4634825,5692436233,2021-01-02,13:38:02
368,263,338,13.8135951,100.4227992,4878917781,2021-01-02,7:41:46
369,739,353,-9.8975064,-76.9398195,2333553190,2021-01-02,22:33:33
370,996,56,24.412155,115.744112,3256360413,2021-01-02,7:52:06
371,989,170,59.7001688,10.2999444,8789268871,2021-01-02,15:32:26
372,340,356,-29.7844393,-55.7980283,9957742933,2021-01-02,18:49:56
373,620,327,25.0522614,-78.0430817,1036683283,2021-01-02,16:56:48
374,664,222,36.23472,128.57278,8027712818,2021-01-02,11:03:09
375,230,362,14.41747,101.863168,6974255250,2021-01-02,9:35:08
376,889,40,51.27304,16.3653,1251016317,2021-01-02,7:13:46
377,789,414,-7.4898,108.8115,1284984890,2021-01-02,10:25:42
378,24,369,41.1846097,80.3038321,3975536947,2021-01-02,10:45:03
379,494,481,46.280897,15.0737321,5695493594,2021-01-02,20:55:04
380,36,376,10.6231047,105.0060673,4026841776,2021-01-02,12:39:18
381,380,306,-31.9326576,-57.9020535,8858631083,2021-01-02,14:00:51
382,744,266,48.7266786,40.3751274,1745683817,2021-01-02,18:02:01
383,342,450,59.1511208,28.0935735,4294640675,2021-01-02,18:06:09
384,164,219,-20.9306687,-54.9697212,9197414444,2021-01-02,19:45:07
385,698,171,41.0283584,-8.2065127,6131484325,2021-01-02,21:31:24
386,910,234,14.6746056,102.5365942,4019575091,2021-01-02,14:20:10
387,818,443,49.1698106,6.1200844,2291059825,2021-01-02,15:28:26
388,361,112,8.508983,125.969667,9906125339,2021-01-02,12:57:07
389,2,436,50.1045321,20.0395965,5782055240,2021-01-02,15:53:06
